product_id,product_name,category,brand
P00007,Mechanical Keyboard,Books,BrightLux
P00029,T-Shirt,Electronics,HomeEase
P00048,Wireless Charger,Books,HomeEase
P00037,Router,Electronics,FitLife
P00036,Smart Light Bulb,Toys & Games,KiddoFun
P00020,Office Chair,Books,Apex
P00028,Jeans,Sports & Outdoors,KiddoFun
P00008,4K Monitor,Sports & Outdoors,Zenith
P00014,Drone Mini,Toys & Games,NexPro
P00005,Laptop Sleeve,Books,FitLife
P00038,External HDD 2TB,Home & Kitchen,Apex
P00047,Memory Card 128GB,Electronics,UrbanStyle
P00038,External HDD 2TB,Books,ReadMore
P00007,Mechanical Keyboard,Home & Kitchen,FitLife
P00019,LED Desk Lamp,Home & Kitchen,BrightLux
P00038,External HDD 2TB,Clothing,KiddoFun
P00010,Smartwatch,Home & Kitchen,Zenith
P00026,Sunglasses,Toys & Games,KiddoFun
P00016,Air Fryer,Clothing,Apex
P00010,Smartwatch,Home & Kitchen,BrightLux
P00038,External HDD 2TB,Home & Kitchen,KiddoFun
P00020,Office Chair,Clothing,Zenith
P00028,Jeans,Electronics,BrightLux
P00047,Memory Card 128GB,Toys & Games,KiddoFun
P00003,Smartphone Case,Electronics,Zenith
P00011,Fitness Band,Books,KiddoFun
P00005,Laptop Sleeve,Electronics,Apex
P00006,Gaming Mouse,Clothing,UrbanStyle
P00045,Phone Tripod,Home & Kitchen,Apex
P00017,Electric Kettle,Electronics,ReadMore
P00023,Cookware Set,Electronics,UrbanStyle
P00008,4K Monitor,Clothing,KiddoFun
P00019,LED Desk Lamp,Sports & Outdoors,CoreTech
P00022,Water Bottle,Sports & Outdoors,UrbanStyle
P00014,Drone Mini,Books,Apex
P00029,T-Shirt,Sports & Outdoors,FitLife
P00019,LED Desk Lamp,Electronics,Zenith
P00027,Winter Jacket,Sports & Outdoors,NexPro
P00009,Portable SSD 1TB,Sports & Outdoors,Apex
P00002,Bluetooth Speaker,Home & Kitchen,ReadMore
P00038,External HDD 2TB,Home & Kitchen,UrbanStyle
P00036,Smart Light Bulb,Electronics,UrbanStyle
P00019,LED Desk Lamp,Electronics,NexPro
P00013,Action Camera,Toys & Games,ReadMore
P00042,Projector Mini,Toys & Games,NexPro
P00028,Jeans,Sports & Outdoors,UrbanStyle
P00034,Desk Organizer,Sports & Outdoors,HomeEase
P00003,Smartphone Case,Toys & Games,HomeEase
P00012,Noise Cancelling Headphones,Books,Apex
P00029,T-Shirt,Sports & Outdoors,KiddoFun
P00049,Children's Book,Books,HomeEase
P00003,Smartphone Case,Toys & Games,UrbanStyle
P00011,Fitness Band,Sports & Outdoors,KiddoFun
P00045,Phone Tripod,Clothing,FitLife
P00003,Smartphone Case,Clothing,FitLife
P00033,Puzzle 1000pc,Electronics,FitLife
P00026,Sunglasses,Clothing,Zenith
P00008,4K Monitor,Toys & Games,HomeEase
P00008,4K Monitor,Home & Kitchen,ReadMore
P00016,Air Fryer,Books,ReadMore
P00009,Portable SSD 1TB,Toys & Games,CoreTech
P00014,Drone Mini,Electronics,CoreTech
P00034,Desk Organizer,Toys & Games,ReadMore
P00028,Jeans,Electronics,KiddoFun
P00019,LED Desk Lamp,Electronics,BrightLux
P00015,Instant Pot,Home & Kitchen,HomeEase
P00025,Running Shoes,Home & Kitchen,FitLife
P00019,LED Desk Lamp,Sports & Outdoors,FitLife
P00025,Running Shoes,Sports & Outdoors,CoreTech
P00004,USB-C Charger,Home & Kitchen,BrightLux
P00004,USB-C Charger,Sports & Outdoors,ReadMore
P00043,HDMI Cable 2m,Clothing,Zenith
P00013,Action Camera,Toys & Games,KiddoFun
P00028,Jeans,Home & Kitchen,UrbanStyle
P00004,USB-C Charger,Electronics,Apex
P00030,Dress Shirt,Clothing,FitLife
P00023,Cookware Set,Books,KiddoFun
P00033,Puzzle 1000pc,Books,HomeEase
P00024,Yoga Mat,Toys & Games,KiddoFun
P00023,Cookware Set,Toys & Games,HomeEase
P00045,Phone Tripod,Sports & Outdoors,Apex
P00014,Drone Mini,Home & Kitchen,Zenith
P00016,Air Fryer,Sports & Outdoors,Zenith
P00014,Drone Mini,Home & Kitchen,HomeEase
P00020,Office Chair,Toys & Games,FitLife
P00036,Smart Light Bulb,Books,NexPro
P00010,Smartwatch,Electronics,BrightLux
P00031,Kids Toy Car,Electronics,ReadMore
P00018,Vacuum Cleaner,Toys & Games,NexPro
P00015,Instant Pot,Books,Apex
P00015,Instant Pot,Toys & Games,ReadMore
P00019,LED Desk Lamp,Books,NexPro
P00033,Puzzle 1000pc,Electronics,ReadMore
P00037,Router,Books,HomeEase
P00048,Wireless Charger,Sports & Outdoors,BrightLux
P00029,T-Shirt,Clothing,UrbanStyle
P00032,Board Game,Electronics,BrightLux
P00014,Drone Mini,Electronics,HomeEase
P00012,Noise Cancelling Headphones,Toys & Games,ReadMore
P00003,Smartphone Case,Toys & Games,CoreTech
P00044,Power Bank 20000mAh,Electronics,NexPro
P00025,Running Shoes,Sports & Outdoors,NexPro
P00043,HDMI Cable 2m,Electronics,Zenith
P00011,Fitness Band,Sports & Outdoors,BrightLux
P00050,Novel Bestseller,Toys & Games,ReadMore
P00007,Mechanical Keyboard,Clothing,Apex
P00036,Smart Light Bulb,Toys & Games,CoreTech
P00023,Cookware Set,Books,Apex
P00046,Car Charger,Toys & Games,NexPro
P00024,Yoga Mat,Electronics,HomeEase
P00044,Power Bank 20000mAh,Books,HomeEase
P00012,Noise Cancelling Headphones,Books,FitLife
P00032,Board Game,Books,CoreTech
P00021,Backpack,Books,NexPro
P00024,Yoga Mat,Clothing,Apex
P00013,Action Camera,Home & Kitchen,UrbanStyle
P00045,Phone Tripod,Clothing,NexPro
P00031,Kids Toy Car,Clothing,NexPro
P00005,Laptop Sleeve,Sports & Outdoors,Zenith
P00013,Action Camera,Books,FitLife
P00017,Electric Kettle,Clothing,ReadMore
P00040,Microphone,Books,Zenith
P00003,Smartphone Case,Clothing,BrightLux
P00014,Drone Mini,Books,FitLife
P00022,Water Bottle,Toys & Games,FitLife
P00009,Portable SSD 1TB,Books,BrightLux
P00031,Kids Toy Car,Toys & Games,Zenith
P00045,Phone Tripod,Sports & Outdoors,KiddoFun
P00030,Dress Shirt,Clothing,HomeEase
P00019,LED Desk Lamp,Sports & Outdoors,BrightLux
P00013,Action Camera,Books,FitLife
P00011,Fitness Band,Books,Zenith
P00043,HDMI Cable 2m,Electronics,CoreTech
P00032,Board Game,Electronics,KiddoFun
P00029,T-Shirt,Toys & Games,BrightLux
P00002,Bluetooth Speaker,Clothing,ReadMore
P00015,Instant Pot,Toys & Games,NexPro
P00027,Winter Jacket,Books,UrbanStyle
P00026,Sunglasses,Books,NexPro
P00043,HDMI Cable 2m,Electronics,NexPro
P00026,Sunglasses,Books,NexPro
P00010,Smartwatch,Electronics,NexPro
P00042,Projector Mini,Books,ReadMore
P00010,Smartwatch,Books,CoreTech
P00017,Electric Kettle,Books,HomeEase
P00023,Cookware Set,Books,NexPro
P00020,Office Chair,Electronics,UrbanStyle
P00029,T-Shirt,Clothing,ReadMore
P00020,Office Chair,Clothing,ReadMore
P00011,Fitness Band,Toys & Games,HomeEase
P00048,Wireless Charger,Sports & Outdoors,KiddoFun
P00039,Graphic Tablet,Books,UrbanStyle
P00002,Bluetooth Speaker,Clothing,BrightLux
P00015,Instant Pot,Toys & Games,Zenith
P00019,LED Desk Lamp,Sports & Outdoors,Apex
P00035,Desk Plant,Books,HomeEase
P00032,Board Game,Sports & Outdoors,HomeEase
P00025,Running Shoes,Sports & Outdoors,ReadMore
P00014,Drone Mini,Toys & Games,NexPro
P00026,Sunglasses,Books,KiddoFun
P00004,USB-C Charger,Toys & Games,CoreTech
P00001,Wireless Earbuds,Home & Kitchen,Zenith
P00034,Desk Organizer,Clothing,CoreTech
P00031,Kids Toy Car,Books,UrbanStyle
P00010,Smartwatch,Sports & Outdoors,Zenith
P00050,Novel Bestseller,Electronics,NexPro
P00022,Water Bottle,Toys & Games,BrightLux
P00047,Memory Card 128GB,Toys & Games,ReadMore
P00012,Noise Cancelling Headphones,Clothing,ReadMore
P00048,Wireless Charger,Electronics,KiddoFun
P00020,Office Chair,Home & Kitchen,HomeEase
P00032,Board Game,Sports & Outdoors,HomeEase
P00002,Bluetooth Speaker,Electronics,Apex
P00038,External HDD 2TB,Clothing,BrightLux
P00020,Office Chair,Clothing,UrbanStyle
P00022,Water Bottle,Clothing,ReadMore
P00014,Drone Mini,Books,HomeEase
P00042,Projector Mini,Toys & Games,FitLife
P00049,Children's Book,Toys & Games,HomeEase
P00008,4K Monitor,Toys & Games,BrightLux
P00002,Bluetooth Speaker,Books,Zenith
P00026,Sunglasses,Clothing,UrbanStyle
P00033,Puzzle 1000pc,Clothing,BrightLux
P00034,Desk Organizer,Books,BrightLux
P00008,4K Monitor,Clothing,KiddoFun
P00043,HDMI Cable 2m,Home & Kitchen,HomeEase
P00027,Winter Jacket,Home & Kitchen,FitLife
P00037,Router,Electronics,CoreTech
P00020,Office Chair,Clothing,BrightLux
P00001,Wireless Earbuds,Toys & Games,KiddoFun
P00002,Bluetooth Speaker,Home & Kitchen,CoreTech
P00024,Yoga Mat,Clothing,BrightLux
P00007,Mechanical Keyboard,Electronics,KiddoFun
P00050,Novel Bestseller,Electronics,NexPro
P00047,Memory Card 128GB,Toys & Games,KiddoFun
P00026,Sunglasses,Books,Zenith
P00015,Instant Pot,Books,ReadMore
P00014,Drone Mini,Books,CoreTech
P00038,External HDD 2TB,Books,HomeEase
P00044,Power Bank 20000mAh,Electronics,CoreTech
P00005,Laptop Sleeve,Toys & Games,UrbanStyle
P00012,Noise Cancelling Headphones,Home & Kitchen,UrbanStyle
P00020,Office Chair,Sports & Outdoors,NexPro
P00028,Jeans,Electronics,Zenith
P00001,Wireless Earbuds,Electronics,CoreTech
P00018,Vacuum Cleaner,Toys & Games,ReadMore
P00018,Vacuum Cleaner,Sports & Outdoors,UrbanStyle
P00031,Kids Toy Car,Clothing,Zenith
P00009,Portable SSD 1TB,Electronics,Apex
P00026,Sunglasses,Toys & Games,HomeEase
P00013,Action Camera,Toys & Games,BrightLux
P00016,Air Fryer,Sports & Outdoors,ReadMore
P00033,Puzzle 1000pc,Clothing,KiddoFun
P00003,Smartphone Case,Home & Kitchen,Apex
P00038,External HDD 2TB,Electronics,Zenith
P00024,Yoga Mat,Sports & Outdoors,FitLife
P00013,Action Camera,Clothing,NexPro
P00029,T-Shirt,Electronics,HomeEase
P00006,Gaming Mouse,Books,Zenith
P00037,Router,Books,CoreTech
P00013,Action Camera,Home & Kitchen,KiddoFun
P00013,Action Camera,Home & Kitchen,FitLife
P00032,Board Game,Clothing,Apex
P00031,Kids Toy Car,Home & Kitchen,BrightLux
P00004,USB-C Charger,Clothing,KiddoFun
P00047,Memory Card 128GB,Toys & Games,Zenith
P00006,Gaming Mouse,Toys & Games,Apex
P00006,Gaming Mouse,Electronics,BrightLux
P00037,Router,Home & Kitchen,Zenith
P00008,4K Monitor,Toys & Games,Zenith
P00047,Memory Card 128GB,Home & Kitchen,UrbanStyle
P00045,Phone Tripod,Electronics,BrightLux
P00004,USB-C Charger,Sports & Outdoors,FitLife
P00034,Desk Organizer,Sports & Outdoors,BrightLux
P00049,Children's Book,Electronics,BrightLux
P00003,Smartphone Case,Books,Apex
P00023,Cookware Set,Toys & Games,NexPro
P00037,Router,Books,NexPro
P00050,Novel Bestseller,Toys & Games,Zenith
P00010,Smartwatch,Clothing,Apex
P00016,Air Fryer,Books,FitLife
P00027,Winter Jacket,Clothing,Zenith
P00042,Projector Mini,Sports & Outdoors,FitLife
P00030,Dress Shirt,Electronics,Zenith
P00014,Drone Mini,Sports & Outdoors,KiddoFun
P00036,Smart Light Bulb,Sports & Outdoors,BrightLux
P00044,Power Bank 20000mAh,Sports & Outdoors,Zenith
P00024,Yoga Mat,Electronics,HomeEase
P00006,Gaming Mouse,Books,Apex
P00019,LED Desk Lamp,Sports & Outdoors,ReadMore
P00022,Water Bottle,Sports & Outdoors,Apex
P00019,LED Desk Lamp,Clothing,UrbanStyle
P00029,T-Shirt,Toys & Games,FitLife
P00029,T-Shirt,Sports & Outdoors,Zenith
P00045,Phone Tripod,Books,BrightLux
P00008,4K Monitor,Toys & Games,Zenith
P00010,Smartwatch,Toys & Games,HomeEase
P00019,LED Desk Lamp,Clothing,BrightLux
P00040,Microphone,Sports & Outdoors,FitLife
P00027,Winter Jacket,Toys & Games,Zenith
P00034,Desk Organizer,Electronics,FitLife
P00003,Smartphone Case,Home & Kitchen,Zenith
P00048,Wireless Charger,Electronics,UrbanStyle
P00046,Car Charger,Electronics,KiddoFun
P00020,Office Chair,Clothing,ReadMore
P00004,USB-C Charger,Home & Kitchen,Apex
P00050,Novel Bestseller,Clothing,ReadMore
P00007,Mechanical Keyboard,Books,UrbanStyle
P00029,T-Shirt,Home & Kitchen,Apex
P00024,Yoga Mat,Electronics,Zenith
P00015,Instant Pot,Books,KiddoFun
P00020,Office Chair,Sports & Outdoors,Zenith
P00043,HDMI Cable 2m,Sports & Outdoors,FitLife
P00027,Winter Jacket,Sports & Outdoors,UrbanStyle
P00002,Bluetooth Speaker,Clothing,HomeEase
P00016,Air Fryer,Home & Kitchen,BrightLux
P00048,Wireless Charger,Sports & Outdoors,FitLife
P00027,Winter Jacket,Books,FitLife
P00016,Air Fryer,Electronics,FitLife
P00038,External HDD 2TB,Electronics,NexPro
P00024,Yoga Mat,Toys & Games,HomeEase
P00007,Mechanical Keyboard,Sports & Outdoors,HomeEase
P00001,Wireless Earbuds,Clothing,CoreTech
P00029,T-Shirt,Home & Kitchen,Apex
P00001,Wireless Earbuds,Sports & Outdoors,Zenith
P00028,Jeans,Home & Kitchen,HomeEase
P00001,Wireless Earbuds,Toys & Games,HomeEase
P00049,Children's Book,Electronics,UrbanStyle
P00027,Winter Jacket,Toys & Games,HomeEase
P00001,Wireless Earbuds,Home & Kitchen,NexPro
P00012,Noise Cancelling Headphones,Clothing,UrbanStyle
P00023,Cookware Set,Books,UrbanStyle
P00010,Smartwatch,Toys & Games,ReadMore
P00008,4K Monitor,Home & Kitchen,Apex
P00001,Wireless Earbuds,Home & Kitchen,UrbanStyle
P00047,Memory Card 128GB,Sports & Outdoors,ReadMore
P00019,LED Desk Lamp,Home & Kitchen,HomeEase
P00013,Action Camera,Electronics,Zenith
P00023,Cookware Set,Clothing,HomeEase
P00041,Webcam Full HD,Electronics,UrbanStyle
P00004,USB-C Charger,Toys & Games,BrightLux
P00020,Office Chair,Clothing,BrightLux
P00027,Winter Jacket,Sports & Outdoors,FitLife
P00030,Dress Shirt,Clothing,FitLife
P00013,Action Camera,Clothing,UrbanStyle
P00029,T-Shirt,Sports & Outdoors,Zenith
P00020,Office Chair,Electronics,Zenith
P00050,Novel Bestseller,Books,BrightLux
P00022,Water Bottle,Home & Kitchen,Apex
P00021,Backpack,Clothing,HomeEase
P00026,Sunglasses,Electronics,FitLife
P00014,Drone Mini,Clothing,HomeEase
P00025,Running Shoes,Sports & Outdoors,KiddoFun
P00011,Fitness Band,Electronics,KiddoFun
P00045,Phone Tripod,Electronics,UrbanStyle
P00047,Memory Card 128GB,Clothing,HomeEase
P00047,Memory Card 128GB,Clothing,FitLife
P00025,Running Shoes,Toys & Games,NexPro
P00041,Webcam Full HD,Sports & Outdoors,KiddoFun
P00008,4K Monitor,Books,UrbanStyle
P00025,Running Shoes,Toys & Games,UrbanStyle
P00011,Fitness Band,Books,HomeEase
P00011,Fitness Band,Home & Kitchen,ReadMore
P00007,Mechanical Keyboard,Books,NexPro
P00018,Vacuum Cleaner,Toys & Games,KiddoFun
P00022,Water Bottle,Toys & Games,CoreTech
P00035,Desk Plant,Books,KiddoFun
P00010,Smartwatch,Clothing,UrbanStyle
P00013,Action Camera,Toys & Games,HomeEase
P00009,Portable SSD 1TB,Home & Kitchen,CoreTech
P00020,Office Chair,Clothing,UrbanStyle
P00042,Projector Mini,Books,CoreTech
P00038,External HDD 2TB,Clothing,KiddoFun
P00021,Backpack,Toys & Games,ReadMore
P00031,Kids Toy Car,Home & Kitchen,Zenith
P00030,Dress Shirt,Home & Kitchen,KiddoFun
P00013,Action Camera,Books,FitLife
P00040,Microphone,Home & Kitchen,ReadMore
P00030,Dress Shirt,Electronics,Zenith
P00036,Smart Light Bulb,Clothing,Zenith
P00009,Portable SSD 1TB,Books,NexPro
P00036,Smart Light Bulb,Home & Kitchen,CoreTech
P00016,Air Fryer,Clothing,ReadMore
P00048,Wireless Charger,Sports & Outdoors,NexPro
P00038,External HDD 2TB,Books,CoreTech
P00032,Board Game,Sports & Outdoors,Zenith
P00040,Microphone,Home & Kitchen,FitLife
P00008,4K Monitor,Electronics,UrbanStyle
P00026,Sunglasses,Books,CoreTech
P00043,HDMI Cable 2m,Electronics,UrbanStyle
P00041,Webcam Full HD,Books,NexPro
P00032,Board Game,Electronics,NexPro
P00014,Drone Mini,Clothing,Zenith
P00037,Router,Sports & Outdoors,FitLife
P00044,Power Bank 20000mAh,Electronics,HomeEase
P00025,Running Shoes,Home & Kitchen,ReadMore
P00030,Dress Shirt,Clothing,Zenith
P00040,Microphone,Sports & Outdoors,CoreTech
P00048,Wireless Charger,Electronics,CoreTech
P00046,Car Charger,Clothing,FitLife
P00009,Portable SSD 1TB,Toys & Games,BrightLux
P00048,Wireless Charger,Clothing,ReadMore
P00009,Portable SSD 1TB,Clothing,KiddoFun
P00040,Microphone,Sports & Outdoors,FitLife
P00023,Cookware Set,Clothing,Apex
P00042,Projector Mini,Toys & Games,Apex
P00011,Fitness Band,Sports & Outdoors,ReadMore
P00008,4K Monitor,Sports & Outdoors,FitLife
P00030,Dress Shirt,Home & Kitchen,Apex
P00040,Microphone,Toys & Games,HomeEase
P00010,Smartwatch,Books,ReadMore
P00014,Drone Mini,Sports & Outdoors,UrbanStyle
P00017,Electric Kettle,Sports & Outdoors,ReadMore
P00050,Novel Bestseller,Sports & Outdoors,Apex
P00010,Smartwatch,Home & Kitchen,FitLife
P00024,Yoga Mat,Toys & Games,Apex
P00033,Puzzle 1000pc,Books,NexPro
P00047,Memory Card 128GB,Home & Kitchen,CoreTech
P00019,LED Desk Lamp,Clothing,UrbanStyle
P00044,Power Bank 20000mAh,Electronics,Apex
P00003,Smartphone Case,Clothing,BrightLux
P00019,LED Desk Lamp,Electronics,ReadMore
P00022,Water Bottle,Toys & Games,CoreTech
P00015,Instant Pot,Electronics,ReadMore
P00010,Smartwatch,Toys & Games,NexPro
P00038,External HDD 2TB,Sports & Outdoors,KiddoFun
P00043,HDMI Cable 2m,Electronics,KiddoFun
P00011,Fitness Band,Home & Kitchen,UrbanStyle
P00027,Winter Jacket,Clothing,Apex
P00024,Yoga Mat,Clothing,HomeEase
P00023,Cookware Set,Sports & Outdoors,BrightLux
P00042,Projector Mini,Books,KiddoFun
P00028,Jeans,Clothing,KiddoFun
P00029,T-Shirt,Home & Kitchen,ReadMore
P00006,Gaming Mouse,Sports & Outdoors,KiddoFun
P00024,Yoga Mat,Books,BrightLux
P00012,Noise Cancelling Headphones,Toys & Games,KiddoFun
P00002,Bluetooth Speaker,Electronics,CoreTech
P00024,Yoga Mat,Home & Kitchen,CoreTech
P00018,Vacuum Cleaner,Electronics,HomeEase
P00050,Novel Bestseller,Home & Kitchen,UrbanStyle
P00005,Laptop Sleeve,Electronics,Zenith
P00049,Children's Book,Electronics,ReadMore
P00014,Drone Mini,Clothing,NexPro
P00012,Noise Cancelling Headphones,Books,NexPro
P00009,Portable SSD 1TB,Books,NexPro
P00020,Office Chair,Sports & Outdoors,Zenith
P00017,Electric Kettle,Toys & Games,KiddoFun
P00043,HDMI Cable 2m,Sports & Outdoors,NexPro
P00026,Sunglasses,Clothing,HomeEase
P00019,LED Desk Lamp,Home & Kitchen,CoreTech
P00002,Bluetooth Speaker,Clothing,CoreTech
P00020,Office Chair,Toys & Games,ReadMore
P00038,External HDD 2TB,Toys & Games,FitLife
P00043,HDMI Cable 2m,Home & Kitchen,Zenith
P00038,External HDD 2TB,Home & Kitchen,Apex
P00029,T-Shirt,Electronics,CoreTech
P00015,Instant Pot,Books,HomeEase
P00034,Desk Organizer,Clothing,KiddoFun
P00048,Wireless Charger,Sports & Outdoors,Apex
P00028,Jeans,Home & Kitchen,BrightLux
P00010,Smartwatch,Sports & Outdoors,ReadMore
P00008,4K Monitor,Books,KiddoFun
P00001,Wireless Earbuds,Clothing,HomeEase
P00041,Webcam Full HD,Home & Kitchen,HomeEase
P00023,Cookware Set,Sports & Outdoors,Apex
P00003,Smartphone Case,Books,UrbanStyle
P00006,Gaming Mouse,Electronics,ReadMore
P00020,Office Chair,Electronics,KiddoFun
P00028,Jeans,Clothing,ReadMore
P00026,Sunglasses,Books,CoreTech
P00017,Electric Kettle,Electronics,UrbanStyle
P00009,Portable SSD 1TB,Electronics,ReadMore
P00007,Mechanical Keyboard,Toys & Games,NexPro
P00026,Sunglasses,Electronics,CoreTech
P00045,Phone Tripod,Electronics,ReadMore
P00041,Webcam Full HD,Electronics,BrightLux
P00029,T-Shirt,Clothing,CoreTech
P00017,Electric Kettle,Toys & Games,CoreTech
P00006,Gaming Mouse,Toys & Games,KiddoFun
P00022,Water Bottle,Home & Kitchen,NexPro
P00004,USB-C Charger,Books,KiddoFun
P00029,T-Shirt,Clothing,UrbanStyle
P00002,Bluetooth Speaker,Sports & Outdoors,UrbanStyle
P00008,4K Monitor,Home & Kitchen,HomeEase
P00025,Running Shoes,Home & Kitchen,NexPro
P00006,Gaming Mouse,Clothing,UrbanStyle
P00012,Noise Cancelling Headphones,Electronics,Apex
P00007,Mechanical Keyboard,Home & Kitchen,ReadMore
P00022,Water Bottle,Electronics,Zenith
P00028,Jeans,Toys & Games,Apex
P00003,Smartphone Case,Clothing,HomeEase
P00042,Projector Mini,Home & Kitchen,KiddoFun
P00010,Smartwatch,Books,FitLife
P00044,Power Bank 20000mAh,Books,Apex
P00032,Board Game,Clothing,Zenith
P00017,Electric Kettle,Sports & Outdoors,Zenith
P00016,Air Fryer,Clothing,BrightLux
P00043,HDMI Cable 2m,Toys & Games,BrightLux
P00039,Graphic Tablet,Home & Kitchen,CoreTech
P00043,HDMI Cable 2m,Sports & Outdoors,KiddoFun
P00032,Board Game,Sports & Outdoors,FitLife
P00026,Sunglasses,Sports & Outdoors,UrbanStyle
P00041,Webcam Full HD,Toys & Games,KiddoFun
P00009,Portable SSD 1TB,Toys & Games,FitLife
P00002,Bluetooth Speaker,Home & Kitchen,HomeEase
P00017,Electric Kettle,Electronics,FitLife
P00005,Laptop Sleeve,Electronics,FitLife
P00015,Instant Pot,Electronics,CoreTech
P00008,4K Monitor,Sports & Outdoors,ReadMore
P00009,Portable SSD 1TB,Toys & Games,HomeEase
P00004,USB-C Charger,Toys & Games,KiddoFun
P00028,Jeans,Clothing,FitLife
P00041,Webcam Full HD,Clothing,HomeEase
P00018,Vacuum Cleaner,Sports & Outdoors,Apex
P00021,Backpack,Electronics,FitLife
P00009,Portable SSD 1TB,Electronics,UrbanStyle
P00025,Running Shoes,Sports & Outdoors,UrbanStyle
P00020,Office Chair,Electronics,UrbanStyle
P00036,Smart Light Bulb,Clothing,NexPro
P00026,Sunglasses,Books,HomeEase
P00042,Projector Mini,Books,NexPro
P00028,Jeans,Home & Kitchen,ReadMore
P00003,Smartphone Case,Clothing,FitLife
P00003,Smartphone Case,Electronics,FitLife
P00043,HDMI Cable 2m,Books,HomeEase
P00001,Wireless Earbuds,Sports & Outdoors,FitLife
P00017,Electric Kettle,Books,CoreTech
P00021,Backpack,Toys & Games,Zenith
P00020,Office Chair,Clothing,ReadMore
P00001,Wireless Earbuds,Clothing,ReadMore
P00026,Sunglasses,Clothing,NexPro
P00040,Microphone,Electronics,HomeEase
P00018,Vacuum Cleaner,Books,BrightLux
P00039,Graphic Tablet,Toys & Games,HomeEase
P00044,Power Bank 20000mAh,Books,FitLife
P00030,Dress Shirt,Sports & Outdoors,UrbanStyle
P00040,Microphone,Toys & Games,FitLife
P00041,Webcam Full HD,Electronics,UrbanStyle
P00005,Laptop Sleeve,Toys & Games,Zenith
P00032,Board Game,Clothing,ReadMore
P00005,Laptop Sleeve,Electronics,Zenith
P00017,Electric Kettle,Sports & Outdoors,FitLife
P00023,Cookware Set,Clothing,UrbanStyle
P00011,Fitness Band,Home & Kitchen,KiddoFun
P00039,Graphic Tablet,Clothing,NexPro
P00010,Smartwatch,Clothing,FitLife
P00039,Graphic Tablet,Books,UrbanStyle
P00001,Wireless Earbuds,Electronics,CoreTech
P00018,Vacuum Cleaner,Electronics,FitLife
P00044,Power Bank 20000mAh,Clothing,UrbanStyle
P00023,Cookware Set,Clothing,CoreTech
P00024,Yoga Mat,Sports & Outdoors,FitLife
P00016,Air Fryer,Home & Kitchen,BrightLux
P00022,Water Bottle,Toys & Games,NexPro
P00036,Smart Light Bulb,Toys & Games,BrightLux
P00021,Backpack,Home & Kitchen,KiddoFun
P00046,Car Charger,Home & Kitchen,FitLife
P00021,Backpack,Home & Kitchen,CoreTech
P00043,HDMI Cable 2m,Clothing,Zenith
P00017,Electric Kettle,Books,Zenith
P00037,Router,Sports & Outdoors,BrightLux
P00044,Power Bank 20000mAh,Clothing,ReadMore
P00049,Children's Book,Books,ReadMore
P00023,Cookware Set,Sports & Outdoors,NexPro
P00001,Wireless Earbuds,Home & Kitchen,BrightLux
P00029,T-Shirt,Books,BrightLux
P00019,LED Desk Lamp,Sports & Outdoors,NexPro
P00008,4K Monitor,Home & Kitchen,ReadMore
P00005,Laptop Sleeve,Toys & Games,Zenith
P00043,HDMI Cable 2m,Home & Kitchen,UrbanStyle
P00044,Power Bank 20000mAh,Electronics,BrightLux
P00029,T-Shirt,Sports & Outdoors,NexPro
P00043,HDMI Cable 2m,Home & Kitchen,Zenith
P00038,External HDD 2TB,Clothing,FitLife
P00049,Children's Book,Electronics,UrbanStyle
P00019,LED Desk Lamp,Clothing,BrightLux
P00030,Dress Shirt,Electronics,UrbanStyle
P00019,LED Desk Lamp,Books,KiddoFun
P00011,Fitness Band,Electronics,ReadMore
P00009,Portable SSD 1TB,Toys & Games,ReadMore
P00050,Novel Bestseller,Clothing,UrbanStyle
P00025,Running Shoes,Clothing,ReadMore
P00040,Microphone,Toys & Games,NexPro
P00040,Microphone,Home & Kitchen,ReadMore
P00048,Wireless Charger,Toys & Games,BrightLux
P00033,Puzzle 1000pc,Sports & Outdoors,ReadMore
P00004,USB-C Charger,Home & Kitchen,HomeEase
P00034,Desk Organizer,Electronics,BrightLux
P00019,LED Desk Lamp,Books,UrbanStyle
P00028,Jeans,Toys & Games,NexPro
P00017,Electric Kettle,Clothing,ReadMore
P00026,Sunglasses,Clothing,Zenith
P00010,Smartwatch,Sports & Outdoors,Apex
P00026,Sunglasses,Toys & Games,HomeEase
P00004,USB-C Charger,Home & Kitchen,Zenith
P00009,Portable SSD 1TB,Clothing,NexPro
P00050,Novel Bestseller,Toys & Games,FitLife
P00010,Smartwatch,Home & Kitchen,Apex
P00046,Car Charger,Toys & Games,CoreTech
P00002,Bluetooth Speaker,Toys & Games,CoreTech
P00014,Drone Mini,Home & Kitchen,HomeEase
P00023,Cookware Set,Electronics,HomeEase
P00023,Cookware Set,Books,FitLife
P00011,Fitness Band,Clothing,ReadMore
P00018,Vacuum Cleaner,Home & Kitchen,Apex
P00044,Power Bank 20000mAh,Toys & Games,NexPro
P00022,Water Bottle,Home & Kitchen,BrightLux
P00016,Air Fryer,Books,HomeEase
P00013,Action Camera,Electronics,ReadMore
P00007,Mechanical Keyboard,Sports & Outdoors,FitLife
P00005,Laptop Sleeve,Clothing,KiddoFun
P00017,Electric Kettle,Sports & Outdoors,CoreTech
P00046,Car Charger,Books,BrightLux
P00021,Backpack,Clothing,NexPro
